Event	ID	Name			Wwise Object Path	Notes
	153085414	Light_Bounce			\Default Work Unit\Kodama (Main Character\Competences\Light_Bounce	
	202194903	Music_Play			\Default Work Unit\World\Music_Play	
	674522502	Land			\Default Work Unit\Kodama (Main Character\Land	
	779278001	Death			\Default Work Unit\Kodama (Main Character\Death	
	873092944	UI_Validate			\Default Work Unit\UI\UI_Validate	
	897878801	Sound_Bounce			\Default Work Unit\Kodama (Main Character\Competences\Sound_Bounce	
	957645723	LightDash			\Default Work Unit\Kodama (Main Character\Competences\LightDash	
	1078618618	UI_Chose			\Default Work Unit\UI\UI_Chose	
	1537061107	Wind			\Default Work Unit\World\Wind	
	1584379932	Droplets			\Default Work Unit\World\Droplets	
	1960922890	SoundDash			\Default Work Unit\Kodama (Main Character\Competences\SoundDash	
	2385628198	Footsteps			\Default Work Unit\Kodama (Main Character\Footsteps	
	3119891651	Magnet_Sound			\Default Work Unit\Kodama (Main Character\Competences\Magnet_Sound	
	3227181061	Music_Stop			\Default Work Unit\World\Music_Stop	
	3680590521	Lever_Activate			\Default Work Unit\World\Lever_Activate	
	3833651337	Jump			\Default Work Unit\Kodama (Main Character\Jump	

Game Parameter	ID	Name			Wwise Object Path	Notes
	252131915	Bullet_Time			\Default Work Unit\Bullet_Time	

Audio Bus	ID	Name			Wwise Object Path	Notes
	805203703	Master Secondary Bus			\Default Work Unit\Master Secondary Bus	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	980603520	Rev			\Default Work Unit\Master Audio Bus\Rev	

Effect plug-ins	ID	Name	Type				Notes
	279165022	Death	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Death_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Death		161856
	300389398	GGJMusic2Loop	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\GGJMusic2Loop_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Music_Loop\GGJMusic2Loop		19083136
	323482280	FTSTP  (3)	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\FTSTP  (3)_295CF8F2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Footsteps\FTSTP  (3)		14014
	350212611	GGJMusic2First	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\GGJMusic2First_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Music_First_Shot\GGJMusic2First		19083136
	374707318	JUMP (1)	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\JUMP (1)_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Jump\JUMP (1)		14324
	390875912	Magnet_Sound_2	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Magnet_Sound_2_27A67744.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\Magnet_Sound\Magnet_Sound_2		177444
	424866676	FTSTP  (4)	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\FTSTP  (4)_CDB8DE64.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Footsteps\FTSTP  (4)		15034
	435500323	Bounce_Light2	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Bounce_Light2_FE3B80B4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\Light_Bounce\Bounce_Light2		81196
	470040378	Goutte-EQ37B_01-07_L	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Goutte-EQ37B_01-07.L_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\World\Droplet\Goutte-EQ37B_01-07_L		14412
	494915853	Magnet_Sound_3	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Magnet_Sound_3_2CA8CD42.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\Magnet_Sound\Magnet_Sound_3		190232
	531514587	Bounce_Light1	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Bounce_Light1_05754E1E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\Light_Bounce\Bounce_Light1		71468
	546536470	FTSTP  (10)	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\FTSTP  (10)_6B4809AC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Footsteps\FTSTP  (10)		22066
	620043665	Magnet_Sound_1	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Magnet_Sound_1_599253E8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\Magnet_Sound\Magnet_Sound_1		149220
	636394340	Sound_Power3	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Sound_Power3_2506059A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\SoundDash\Sound_Power3		106372
	641549876	Sound_Power	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Sound_Power_F573F292.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\SoundDash\Sound_Power		100740
	673687820	LightTeleport3	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\LightTeleport3_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\LightDash\LightTeleport3		70720
	685721748	FTSTP  (1)	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\FTSTP  (1)_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Footsteps\FTSTP  (1)		12420
	690794055	Goutte-09_L	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Goutte-09.L_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\World\Droplet\Goutte-09_L		13354
	712327761	LightTeleport1	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\LightTeleport1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\LightDash\LightTeleport1		70464
	740370175	FTSTP  (8)	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\FTSTP  (8)_BF83764E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Footsteps\FTSTP  (8)		16118
	774910877	JUMP (2)	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\JUMP (2)_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Jump\JUMP (2)		17234
	859768990	LightTeleport2	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\LightTeleport2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\LightDash\LightTeleport2		63040
	957207754	Lever_Activate	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Lever_Activate_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\World\Lever_Activate		247872
	976850678	FTSTP  (2)	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\FTSTP  (2)_692E5E6D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Footsteps\FTSTP  (2)		16676
	1006054932	Bounce_Sound2	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Bounce_Sound2_C71A7210.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\Sound_Bounce\Bounce_Sound2		49640
	1013477832	LAND (2)	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\LAND (2)_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Land\LAND (2)		28054
	1026649110	FTSTP  (7)	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\FTSTP  (7)_1BD47B6A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Footsteps\FTSTP  (7)		22820
	1033204811	Sound_Power2	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Sound_Power2_CD575573.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\SoundDash\Sound_Power2		104420
	1065227647	Bounce_Light3	D:\GGJWwise\GGJWwise\.cache\Windows\SFX\Bounce_Light3_B8138AFD.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Kodama (Main Character\Competences\Light_Bounce\Bounce_Light3		70264

